Filename,Size,LastModified,SummaryTag
src/components/diagnostic-twin/FrancisInteractiveCrossSection.tsx,8016,2026-01-22T14:50:24.469Z,UI_PLUS_ENGINEERING
src/components/dashboard/__tests__/WorkOrderSummary.test.tsx,7992,2026-01-25T13:51:12.032Z,UI_COMPONENT
src/components/dashboard/InteractiveAssetSilhouette.tsx,7953,2026-01-22T14:50:24.453Z,UI_COMPONENT
src/services/HolographicBridge.ts,7929,2026-01-24T20:43:17.607Z,MISC
src/features/francis/components/MechanicalIntelligencePanel.tsx,7908,2026-01-22T14:50:24.533Z,UI_PLUS_ENGINEERING
src/services/FleetAuditor.ts,7900,2026-01-24T19:02:50.725Z,ENGINEERING_LOGIC
src/components/dashboard/ElectricalGrid.tsx,7856,2026-01-24T19:21:47.474Z,UI_COMPONENT
src/services/SovereignAlarmManager.ts,7839,2026-01-24T19:22:12.737Z,MISC
src/services/ThePulseEngine.ts,7730,2026-02-09T12:43:35.870Z,MISC
src/services/__tests__/AIPredictionService.test.ts,7684,2026-01-22T14:50:24.614Z,MISC
src/services/DamStabilityService.ts,7679,2026-01-24T20:33:53.179Z,MISC
src/features/telemetry/components/MultiSensorCorrelation.tsx,7567,2026-02-08T19:22:59.272Z,REACT_MISC
src/components/dashboard/Oscilloscope.tsx,7562,2026-01-24T19:34:11.612Z,UI_COMPONENT
src/demos/GrandFinaleDemo.ts,7560,2026-01-22T14:50:24.521Z,ENGINEERING_LOGIC
src/components/dashboard/SovereignPulseGauge.tsx,7529,2026-02-09T12:47:25.626Z,UI_COMPONENT
src/components/CommissioningModeDashboard.tsx,7518,2026-02-08T15:22:25.749Z,UI_COMPONENT
src/components/dashboard/FleetOverview.tsx,7482,2026-02-03T08:24:22.625Z,UI_COMPONENT
src/components/dashboard/PQView.tsx,7480,2026-01-25T11:50:49.830Z,UI_COMPONENT
src/components/dashboard/ControlLoopVisualizer.tsx,7456,2026-01-24T19:22:30.257Z,UI_PLUS_ENGINEERING
src/components/dashboard/AuxView.tsx,7428,2026-01-25T12:58:28.943Z,UI_COMPONENT
src/features/reporting/utils/PDFRenderer.ts,7356,2026-01-22T14:50:24.540Z,MISC
src/components/dashboard/__tests__/QuickCalcCard.test.tsx,7296,2026-02-07T15:42:49.092Z,UI_COMPONENT
src/components/dashboard/TelemetrySparklinePanel.tsx,7294,2026-02-03T11:52:45.341Z,UI_PLUS_ENGINEERING
src/services/CivilSecurityModule.ts,7221,2026-01-24T20:38:38.189Z,MISC
src/components/dashboard/SovereignPulse.tsx,7214,2026-02-08T15:54:42.074Z,UI_COMPONENT
src/components/dashboard/CBMDashboard.tsx,6983,2026-01-25T14:27:28.404Z,UI_COMPONENT
src/services/ParticleAnalysisService.ts,6967,2026-01-22T14:50:24.600Z,MISC
src/components/ui/SystemAuditLog.tsx,6951,2026-02-03T09:38:26.939Z,UI_COMPONENT
src/demos/PeltonDemo.ts,6951,2026-01-24T16:04:01.319Z,MISC
src/components/dashboard/ActuatorView.tsx,6927,2026-01-25T13:10:24.950Z,UI_COMPONENT
src/components/dashboard/SwarmView.tsx,6807,2026-01-25T13:20:19.964Z,UI_COMPONENT
src/hooks/useSyncWatcher.ts,6800,2026-01-22T14:50:24.547Z,REACT_MISC
src/services/LifecycleManager.ts,6797,2026-01-22T14:50:24.594Z,ENGINEERING_LOGIC
src/lib/engines/FrancisHorizontalEngine.ts,6792,2026-01-22T15:23:30.421Z,ENGINEERING_LOGIC
src/components/dashboard/MetalView.tsx,6782,2026-01-25T13:26:34.080Z,UI_COMPONENT
src/components/commissioning/SovereignCertificate.tsx,6745,2026-02-03T08:26:29.677Z,UI_COMPONENT
src/components/precision/PrecisionInput.tsx,6744,2026-01-22T14:50:24.491Z,UI_COMPONENT
src/components/KnowledgeBridgeVisualizer.tsx,6671,2026-01-22T14:50:24.428Z,UI_COMPONENT
src/services/BankiMichellOptimizer.ts,6664,2026-01-24T19:05:10.465Z,MISC
src/components/dashboard/GovernorView.tsx,6648,2026-01-25T11:54:41.234Z,UI_PLUS_ENGINEERING
src/components/BlackBoxForensics.tsx,6617,2026-01-22T14:50:24.414Z,UI_COMPONENT
src/components/dashboard/EdgeView.tsx,6602,2026-01-25T13:22:04.709Z,UI_COMPONENT
src/services/LocalLedger.ts,6592,2026-01-22T14:50:24.595Z,MISC
src/components/dashboard/UnitPersonalityDashboard.tsx,6590,2026-01-25T11:46:33.404Z,UI_COMPONENT
src/components/dashboard/__tests__/HeritageSearchWidget.test.tsx,6574,2026-01-22T14:50:24.459Z,UI_COMPONENT
src/components/diagnostic-twin/FrancisHillChart.tsx,6570,2026-01-22T14:50:24.468Z,UI_COMPONENT
src/services/AuditorExportService.ts,6550,2026-02-07T15:42:49.112Z,MISC
src/components/dashboard/ComplianceView.tsx,6485,2026-01-25T13:12:21.061Z,UI_COMPONENT
src/workers/journal.worker.ts,6482,2026-02-08T15:22:25.804Z,MISC
src/components/SmartStartChecklist.tsx,6461,2026-01-22T14:50:24.439Z,UI_PLUS_ENGINEERING
src/demos/MarketFCR_DecisionDemo.ts,6335,2026-01-26T18:25:25.646Z,MISC
src/components/dashboard/WarehouseView.tsx,6324,2026-01-25T13:18:09.964Z,UI_COMPONENT
src/components/ui/SignalFilterToggle.tsx,6282,2026-02-03T09:37:18.848Z,UI_COMPONENT
src/components/dashboard/ValueGuard.tsx,6255,2026-01-24T19:06:07.107Z,UI_COMPONENT
src/components/dashboard/SensorHealthDashboard.tsx,6225,2026-01-25T13:05:59.927Z,UI_COMPONENT
src/hooks/useBlackBoxRecorder.ts,6217,2026-01-22T14:50:24.544Z,REACT_MISC
src/services/EnergyMerchant.ts,6205,2026-01-22T15:23:30.427Z,MISC
src/services/MaintenanceOrchestrator.ts,6173,2026-01-24T18:13:39.243Z,MISC
src/services/SOERecorder.ts,6132,2026-01-24T19:33:30.792Z,MISC
src/components/ui/EmptyState.tsx,6081,2026-01-22T14:50:24.495Z,UI_COMPONENT
src/components/dashboard/FinancialRiskTicker.tsx,6033,2026-01-22T14:50:24.452Z,UI_COMPONENT
src/components/dashboard/CivilView.tsx,5992,2026-01-25T13:54:58.394Z,UI_COMPONENT
src/components/analytics/CenturyROIChart.tsx,5975,2026-01-22T14:50:24.447Z,REACT_MISC
src/components/dashboard/anohub/AnohubSidebar.tsx,5973,2026-02-08T21:54:05.595Z,UI_COMPONENT
src/services/AIFindingService.ts,5907,2026-01-22T14:50:24.572Z,MISC
src/services/MarketBridge.ts,5741,2026-01-24T19:29:20.381Z,MISC
src/demos/TheGrandWeaveDemo.ts,5738,2026-01-22T14:50:24.527Z,MISC
src/services/SovereignStrategist.ts,5736,2026-01-25T13:52:09.906Z,MISC
src/components/dashboard/AtmosView.tsx,5716,2026-01-25T13:28:24.384Z,UI_COMPONENT
src/components/dashboard/EcoView.tsx,5698,2026-01-25T13:16:28.809Z,UI_COMPONENT
src/components/dashboard/SynapseView.tsx,5665,2026-01-25T13:31:47.231Z,UI_COMPONENT
src/components/dashboard/PulseView.tsx,5645,2026-01-25T13:24:00.349Z,UI_COMPONENT
src/components/dashboard/ShieldView.tsx,5545,2026-01-25T13:14:11.706Z,UI_COMPONENT
src/components/dashboard/anohub/LiveTelemetryFooter.tsx,5534,2026-01-22T14:50:24.462Z,UI_COMPONENT
src/components/dashboard/__tests__/ProtocolLaunchpad.test.tsx,5531,2026-02-08T15:22:25.770Z,ENGINEERING_LOGIC
src/components/PostShutdownWatchdog.tsx,5484,2026-01-22T14:50:24.434Z,UI_PLUS_ENGINEERING
src/services/PredictiveProcurementService.ts,5469,2026-01-24T20:07:31.686Z,MISC
src/features/physics-core/__tests__/PhysicsCalculations.test.ts,5456,2026-01-22T14:50:24.537Z,ENGINEERING_LOGIC
src/components/dashboard/MaturityBadge.tsx,5412,2026-01-23T18:02:37.281Z,UI_PLUS_ENGINEERING
src/services/ExpertActionGuide.ts,5402,2026-01-22T14:50:24.584Z,ENGINEERING_LOGIC
src/services/demo/DemoStorytellerService.ts,5303,2026-02-03T13:29:58.289Z,ENGINEERING_LOGIC
src/components/TechnicalAuditReportModule.tsx,5256,2026-01-22T14:50:24.442Z,UI_COMPONENT
src/services/PhysicalOutputService.ts,5135,2026-01-24T19:59:08.998Z,MISC
src/components/dashboard/FutureTimeline.tsx,5079,2026-01-25T11:26:31.368Z,UI_COMPONENT
src/services/AuxiliaryMonitor.ts,5074,2026-01-22T14:50:24.576Z,MISC
src/components/diagnostics/ComponentInfoPanel.tsx,5034,2026-01-29T20:21:10.801Z,REACT_MISC
src/components/financial/FinancialTicker.tsx,5032,2026-01-22T14:50:24.471Z,UI_COMPONENT
src/demos/MarketOracleStrategy.ts,5022,2026-01-22T14:50:24.523Z,MISC
src/components/cerebro/LiveHUD.tsx,5009,2026-01-22T14:50:24.448Z,UI_COMPONENT
src/components/dashboard/SovereignDashboardV2.tsx,4990,2026-01-24T18:38:22.306Z,UI_COMPONENT
src/components/dashboard/SafetyView.tsx,4988,2026-01-25T13:08:48.341Z,UI_PLUS_ENGINEERING
src/services/EconomicLeakTracker.ts,4962,2026-01-24T19:05:55.179Z,MISC
src/services/ImmutableCoreLock.ts,4927,2026-01-24T19:11:54.804Z,ENGINEERING_LOGIC
src/components/dashboard/data/visual-map.ts,4865,2026-01-22T14:50:24.463Z,UI_PLUS_ENGINEERING
src/features/reporting/api/ReportDataBuilder.ts,4851,2026-01-23T18:02:37.281Z,MISC
src/services/TemporalDivergenceEngine.ts,4793,2026-01-25T11:25:53.135Z,MISC
src/features/telemetry/components/EfficiencyMonitor.tsx,4725,2026-02-09T12:28:47.633Z,UI_COMPONENT
src/services/LiveMathSync.ts,4695,2026-01-23T18:02:37.268Z,ENGINEERING_LOGIC
src/models/turbine/KaplanModel.ts,4650,2026-02-07T15:42:49.110Z,ENGINEERING_LOGIC
src/components/diagnostic-twin/CommanderDemoHUD.tsx,4648,2026-01-23T18:02:37.281Z,UI_PLUS_ENGINEERING
src/services/SimulationEngine.ts,4629,2026-02-08T15:22:25.796Z,MISC
src/services/FleetOrchestratorV2.ts,4605,2026-01-25T14:22:00.124Z,MISC
src/services/DataEnricher.ts,4588,2026-01-22T19:53:06.410Z,MISC
src/features/telemetry/hooks/usePhysicsMetrics.ts,4572,2026-02-07T15:42:49.103Z,ENGINEERING_LOGIC
src/features/plant/PlantOnboarding.tsx,4547,2026-01-22T14:50:24.538Z,REACT_MISC
src/services/FleetOrchestrator.ts,4545,2026-01-24T18:19:06.404Z,MISC
src/components/dashboard/ValueGuardTicker.tsx,4507,2026-01-25T14:12:10.621Z,UI_COMPONENT
src/demos/Phase10Demo.ts,4499,2026-01-22T19:53:06.399Z,MISC
src/demos/EfficiencyCurveMapping.ts,4430,2026-01-22T14:50:24.519Z,MISC
src/services/PersistenceLayer.ts,4422,2026-01-24T18:45:32.920Z,MISC
src/components/FluidMetalDiagnosticsHub.tsx,4412,2026-01-22T14:50:24.422Z,UI_COMPONENT
src/workers/BlackBoxRecorder.worker.ts,4382,2026-01-22T14:50:24.629Z,MISC
src/components/dashboard/__tests__/SyncBadge.test.tsx,4347,2026-01-22T14:50:24.460Z,UI_COMPONENT
src/services/SovereignBrainCore.ts,4340,2026-01-25T13:47:50.508Z,MISC
src/features/francis/hooks/useSVGLoader.ts,4309,2026-01-23T20:28:46.857Z,REACT_MISC
src/__tests__/expert-inference.test.ts,4271,2026-01-23T18:02:37.281Z,MISC
src/components/dashboard/HPPHealthDial.tsx,4235,2026-02-07T15:42:49.090Z,UI_COMPONENT
